Transaction_ID,Time,Amount,Location,Transaction_Type,Old_Balance,Is_International,New_Balance,Bank_Name,Bank_Branch,Device_Type,Customer_ID,Customer_Name,Age,Gender,City,KYC_Status,Account_Type,Customer_Since_Years,Avg_Monthly_Balance,Account_Number,Time_Normalized,Amount_Normalized,Location_Normalized,Transaction_Type_Normalized,Old_Balance_Normalized,New_Balance_Normalized,Bank_Name_Normalized,Bank_Branch_Normalized,Device_Type_Normalized,Customer_Name_Normalized,Age_Normalized,Gender_Normalized,City_Normalized,KYC_Status_Normalized,Account_Type_Normalized,Customer_Since_Years_Normalized,Avg_Monthly_Balance_Normalized,Time_Standardized,Amount_Standardized,Location_Standardized,Transaction_Type_Standardized,Old_Balance_Standardized,New_Balance_Standardized,Bank_Name_Standardized,Bank_Branch_Standardized,Device_Type_Standardized,Customer_Name_Standardized,Age_Standardized,Gender_Standardized,City_Standardized,KYC_Status_Standardized,Account_Type_Standardized,Customer_Since_Years_Standardized,Avg_Monthly_Balance_Standardized,Fraud_Label
TXN3SM2O8Y1QP,72,23993.75,0,2,23174.27,0,0.0,2,1,1,CUST46024605,0,54.0,1,1,2,2,8.5,155391.32,AC100000,0.0723618090452261,0.0843565382204516,0.0,1.0,0.2229440257747109,0.0,0.4,0.25,0.5,0.0,0.7058823529411765,0.5,0.2,1.0,1.0,0.5666666666666667,0.3089088304624292,-1.4663958818956249,-0.1518901008635685,-1.2807143339463336,1.2684053115928264,-1.0088416753630691,-1.1595513849214796,-0.3628503445264751,-0.6161142632090367,0.0194989568337132,-1.5108339444622507,0.7765080424817409,-0.0043671499762447,-0.8035652114465033,0.8081264679341679,1.19383394440049,0.2587119560451491,-0.6993383300159253,0
TXNG4V233GKAH,285,19211.43,0,0,23279.15,0,4067.720000000001,5,0,1,CUST49756567,5,66.0,0,1,1,1,2.4,60620.72,AC100001,0.2864321608040201,0.0674995344542455,0.0,0.0,0.2240080970057981,0.0427171892759032,1.0,0.0,0.5,1.0,0.9411764705882354,0.0,0.2,0.5,0.5,0.16,0.11860017656001,-0.7254253098439697,-0.3560268461520046,-1.2807143339463336,-1.2198172048987466,-1.0050990645185909,-1.0043384847353751,1.5018682394044771,-1.3392495805822489,0.0194989568337132,1.5102129687349752,1.6147486164220468,-1.420779458938316,-0.8035652114465033,-0.4071858246468913,-0.0225015821981243,-1.1221631093458342,-1.3750257651497229,0
TXNGY44CGSGRP,180,11990.81,2,1,79599.01,0,67608.2,2,4,1,CUST04079182,3,66.0,1,4,2,0,13.9,282716.0,AC100002,0.1809045226130653,0.0420478669509535,0.6666666666666666,0.5,0.7954072461749286,0.7099879726242521,0.4,1.0,0.5,0.6000000000000001,0.9411764705882354,0.5,0.8,1.0,0.0,0.9266666666666666,0.5645892678486679,-1.090692493249715,-0.6642441686575224,0.4831003113895228,0.0242940533470399,1.0046579796795652,1.420189796468136,-0.3628503445264751,1.5532916889105994,0.0194989568337132,0.3017942034560847,1.6147486164220468,-0.0043671499762447,1.0091139633698358,0.8081264679341679,-1.2388371087967385,1.4811259483584789,0.2084504405356119,0
IMPS86TGY1RG3C,325,45597.03,2,2,13387.4,0,0.0,5,1,0,CUST99493753,2,34.0,1,3,0,0,0.9,262845.21,AC100003,0.3266331658291457,0.1605050544892093,0.6666666666666666,1.0,0.1236502918941776,0.0,1.0,0.25,0.0,0.4,0.3137254901960784,0.5,0.6000000000000001,0.0,0.0,0.06,0.5246867738592066,-0.586275906641781,0.7702613375083442,0.4831003113895228,1.2684053115928264,-1.3580831493857604,-1.1595513849214796,1.5018682394044771,-0.6161142632090367,-1.4399229661819088,-0.3024151791833604,-0.6205595807521024,-0.0043671499762447,0.4048875717643895,-1.6224981172279505,-1.2388371087967385,-1.461722551655092,0.0667773570141158,0
IMPSBWU343Q2HU,129,29414.82,3,1,28909.99,0,0.0,4,4,1,CUST26443183,1,43.019823788546255,1,1,0,1,6.9,102897.76,AC100004,0.1296482412060301,0.1034650456827015,1.0,0.5,0.2811363850574287,0.0,0.8,1.0,0.5,0.2,0.4905847801675737,0.5,0.2,0.0,0.5,0.46,0.2034966167363804,-1.268107982332506,0.0795121444443117,1.365007634057451,0.0242940533470399,-0.8041642547596044,-1.1595513849214796,0.8802953780941598,1.5532916889105994,0.0194989568337132,-0.9066245618228056,0.0095056083605173,-0.0043671499762447,-0.8035652114465033,-1.6224981172279505,-0.0225015821981243,-0.1034847824180594,-1.0736024891268954,0
TXNVQXHD6FZLO,548,47431.74,1,1,37017.15,0,0.0,3,4,2,CUST53503820,3,29.0,1,2,2,2,10.9,252757.69,AC100005,0.5507537688442211,0.1669721485732304,0.3333333333333333,0.5,0.3633884419016398,0.0,0.6000000000000001,1.0,1.0,0.6000000000000001,0.2156862745098039,0.5,0.4,1.0,1.0,0.7266666666666667,0.5044300449536838,0.1894820162104213,0.8485772444213375,-0.3988070112784054,0.0242940533470399,-0.5148627203019278,-1.1595513849214796,0.2587225167838423,1.5532916889105994,1.4789208798493354,0.3017942034560847,-0.9698264865605633,-0.0043671499762447,-0.1993388198410569,0.8081264679341679,1.19383394440049,0.8020070637399622,-0.0051437927481616,0
UPIFIO4ISBQFZ,542,19889.08,0,1,76426.48,0,56537.4,5,3,1,CUST33617183,3,44.0,1,1,2,2,12.8,20285.47,AC100006,0.5447236180904523,0.0698881551659857,0.0,0.5,0.7632200045391444,0.5937278910464469,1.0,0.75,0.5,0.6000000000000001,0.5098039215686275,0.5,0.2,1.0,1.0,0.8533333333333334,0.0376030410315069,0.168609605730093,-0.3271008718456619,-1.2807143339463336,0.0242940533470399,0.8914472132566733,0.9977588092368808,1.5018682394044771,0.8301563715373873,0.0194989568337132,0.3017942034560847,0.0779742308648192,-0.0043671499762447,-0.8035652114465033,0.8081264679341679,1.19383394440049,1.2321156906650226,-1.6626046305149365,0
UPI7PLFU43O72,171,22976.5,1,2,17118.69,0,0.0,3,0,1,CUST55365016,1,43.019823788546255,1,3,0,2,0.2,144970.16,AC100007,0.171859296482412,0.0807708753871044,0.3333333333333333,1.0,0.161506492731738,0.0,0.6000000000000001,0.0,0.5,0.2,0.4905847801675737,0.5,0.6000000000000001,0.0,1.0,0.0133333333333333,0.2879821197346113,-1.1220011089702076,-0.1953121437516776,-0.3988070112784054,1.2684053115928264,-1.2249332026095052,-1.1595513849214796,0.2587225167838423,-1.3392495805822489,0.0194989568337132,-0.9066245618228056,0.0095056083605173,-0.0043671499762447,0.4048875717643895,-1.6224981172279505,1.19383394440049,-1.620183624732746,-0.773638238125813,0
IMPSOUS19XVX4Y,897,26088.97,0,0,47483.03,1,21394.06,0,4,0,CUST68406255,3,43.019823788546255,0,5,0,0,8.6,245685.15,AC100008,0.9015075376884424,0.0917418933265571,0.0,0.0,0.4695711441900727,0.2246698667558315,0.0,1.0,0.0,0.6000000000000001,0.4905847801675737,0.0,1.0,0.0,0.0,0.5733333333333333,0.4902276914065814,1.4035605591495182,-0.0624541385140734,-1.2807143339463336,-1.2198172048987466,-0.1413909813144268,-0.3432134611323486,-1.60599606714711,1.5532916889105994,-1.4399229661819088,0.3017942034560847,0.0095056083605173,-1.420779458938316,1.6133403549752825,-1.6224981172279505,-1.2388371087967385,0.2813492521990996,-0.0555689922560384,0
TXN83O56Y81PH,425,42030.6,3,0,60700.92,0,18670.32,3,3,1,CUST55734339,3,46.0,2,0,2,0,2.8,189551.28,AC100009,0.4271356783919598,0.1479338915511561,1.0,0.0,0.6036746575832372,0.1960664926006908,0.6000000000000001,0.75,0.5,0.6000000000000001,0.5490196078431373,1.0,0.0,1.0,0.0,0.1866666666666666,0.377505378389323,-0.238402398636309,0.6180257253997782,1.365007634057451,-1.2198172048987466,0.3302853960227392,-0.4471438164057941,0.2587225167838423,0.8301563715373873,0.0194989568337132,0.3017942034560847,0.2176809931882035,1.4120451589858267,-1.4077916030519495,0.8081264679341679,-1.2388371087967385,-1.0316139247300318,-0.455787526742831,0
